fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2022-2023,3,March,Non-Tax Revenue,261751,286151,109.3%,(116.4%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Non-Debt Capital Receipts,83500,72187,86.5%,(39.4%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Recovery of Loans,23500,26152,111.3%,(112.6%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Other Receipts,60000,46035,76.7%,(18.8%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Total Receipts (1+4),2431913,2455706,101.0%,(101.4%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Revenue Expenditure,3459464,3452518,99.8%,(101.1%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,of which Interest Payments,940651,928424,98.7%,(99.0%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Capital Expenditure,727768,736319,101.2%,(98.4%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,of which Loans disbursed,108070,115268,106.7%,(105.4%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Total Expenditure (8+10),4187232,4188837,100.0%,(100.6%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Fiscal Deficit (12-7),1755319,1733131,98.7%,(99.6%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Revenue Deficit (8-1),1111051,1068999,96.2%,(94.7%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,3,March,Primary Deficit (13-9),814668,804707,98.8%,(100.2%),2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2022-2023.aspx
2022-2023,4,April,Revenue Receipts,2204422,196495,8.9 %,(8.3%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Tax Revenue (Net),1934771,184557,9.5%,(8.5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Non-Tax Revenue,269651,11938,4.4%,(6.9%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Non-Debt Capital Receipts,79291,3488,4.4 %,(0.2%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Recovery of Loans,14291,429,3.0%,(2.9%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Other Receipts,65000,3059,4.7%,(0.0%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Total Receipts (1+4),2283713,199983,8.8%,(7.5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Revenue Expenditure,3195257,195904,6.1%,(6.1%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,of which Interest Payments,940651,41288,4.4%,(3.7%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Capital Expenditure,749652,78925,10.5 %,(8.5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,of which Loans disbursed,140057,10572,7.5%,(8.9%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Total Expenditure (8+10),3944909,274829,7.0%,(6.5%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Fiscal Deficit (12-7),1661196,74846,4.5 %,(5.2%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Revenue Deficit (8-1),990835,-591,-0.1%,(2.8%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,4,April,Primary Deficit (13-9),720545,33558,4.7 %,(7.0%),2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2022-2023.aspx
2022-2023,5,May,Revenue Receipts,2204422,356840,16.2 %,(19.6%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Tax Revenue (Net),1934771,307589,15.9%,(15.1%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Non-Tax Revenue,269651,49251,18.3%,(47.9%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Non-Debt Capital Receipts,79291,25013,31.5 %,(2.6%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Recovery of Loans,14291,966,6.8%,(6.3%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Other Receipts,65000,24047,37.0%,(2.3%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Total Receipts (1+4),2283713,381853,16.7%,(18.0%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Revenue Expenditure,3195257,478700,15.0%,(14.2%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,of which Interest Payments,940651,105422,11.2%,(10.9%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Capital Expenditure,749652,107074,14.3 %,(11.4%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,of which Loans disbursed,140057,12279,8.8%,(6.6%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Total Expenditure (8+10),3944909,585774,14.8%,(13.7%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Fiscal Deficit (12-7),1661196,203921,12.3 %,(8.2%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Revenue Deficit (8-1),990835,121860,12.3%,(5.7%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,5,May,Primary Deficit (13-9),720545,98499,13.7 %,(5.0%),2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2022-2023.aspx
2022-2023,6,June,Revenue Receipts,2204422,568058,25.8%,(30.2%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Tax Revenue (Net),1934771,505898,26.1%,(26.7%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Non-Tax Revenue,269651,62160,23.1%,(52.4%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Non-Debt Capital Receipts,79291,27982,35.3%,(3.9%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Recovery of Loans,14291,3423,24.0%,(26.2%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Other Receipts,65000,24559,37.8%,(2.3%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Total Receipts (1+4),2283713,596040,26.1%,(27.7%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Revenue Expenditure,3195257,772847,24.2%,(24.2%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,of which Interest Payments,940651,228595,24.3%,(22.8%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Capital Expenditure,749652,175064,23.4%,(20.1%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,of which Loans disbursed,140057,14097,10.1%,(16.4%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Total Expenditure (8+10),3944909,947911,24.0%,(23.6%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Fiscal Deficit (12-7),1661196,351871,21.2%,(18.2%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Revenue Deficit (8-1),990835,204789,20.7%,(14.9%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,6,June,Primary Deficit (13-9),720545,123276,17.1%,(12.9%),2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2022-2023.aspx
2022-2023,7,July,Revenue Receipts,2204422,755795,34.3%,(37.4%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Tax Revenue (Net),1934771,666212,34.4%,(34.2%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Non-Tax Revenue,269651,89583,33.2%,(57.6%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Non-Debt Capital Receipts,79291,30119,38.0%,(7.5%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Recovery of Loans,14291,5559,38.9%,(44.4%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Other Receipts,65000,24560,37.8%,(4.8%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Total Receipts (1+4),2283713,785914,34.4%,(34.6%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Revenue Expenditure,3195257,918075,28.7%,(29.9%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,of which Interest Payments,940651,283870,30.2%,(27.9%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Capital Expenditure,749652,208670,27.8%,(23.2%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,of which Loans disbursed,140057,17294,12.3%,(20.7%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Total Expenditure (8+10),3944909,1126745,28.6%,(28.8%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Fiscal Deficit (12-7),1661196,340831,20.5%,(21.3%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Revenue Deficit (8-1),990835,162280,16.4%,(18.1%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,7,July,Primary Deficit (13-9),720545,56961,7.9%,(13.7%),2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2022-2023.aspx
2022-2023,8,August,Revenue Receipts,2204422,816898,37.1%,(44.4%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Tax Revenue (Net),1934771,700094,36.2%,(41.7%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Non-Tax Revenue,269651,116804,43.3%,(61.2%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Non-Debt Capital Receipts,79291,31527,39.8%,(8.1%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Recovery of Loans,14291,6967,48.8%,(52.4%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Other Receipts,65000,24560,37.8%,(4.8%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Total Receipts (1+4),2283713,848425,37.2%,(40.9%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Revenue Expenditure,3195257,1137698,35.6%,(37.7%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,of which Interest Payments,940651,338637,36.0%,(34.4%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Capital Expenditure,749652,252328,33.7%,(31.0%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,of which Loans disbursed,140057,19172,13.7%,(36.1%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Total Expenditure (8+10),3944909,1390026,35.2%,(36.7%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Fiscal Deficit (12-7),1661196,541601,32.6%,(31.1%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Revenue Deficit (8-1),990835,320800,32.4%,(27.3%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,8,August,Primary Deficit (13-9),720545,202964,28.2 %,(27.2%),2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2022-2023.aspx
2022-2023,9,September,Revenue Receipts,2204422,1169561,53.1%,(60.4%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Tax Revenue (Net),1934771,1011961,52.3%,(59.6%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Non-Tax Revenue,269651,157600,58.4%,(66.0%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Non-Debt Capital Receipts,79291,34187,43.1 %,(9.6%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Recovery of Loans,14291,9597,67.2%,(69.3%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Other Receipts,65000,24590,37.8%,(5.2%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Total Receipts (1+4),2283713,1203748,52.7%,(55.6%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Revenue Expenditure,3195257,1480708,46.3 %,(47.7%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,of which Interest Payments,940651,436682,46.4%,(45.1%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Capital Expenditure,749652,342889,45.7%,(41.4%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,of which Loans disbursed,140057,23558,16.8%,(48.3%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Total Expenditure (8+10),3944909,1823597,46 .2%,(46.7%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Fiscal Deficit (12-7),1661196,619849,37.3%,(35.0%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Revenue Deficit (8-1),990835,311147,31.4%,(27.7%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,9,September,Primary Deficit (13-9),720545,183167,2 5.4%,(23.2%),2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2022-2023.aspx
2022-2023,10,October,Revenue Receipts,2204422,1349882,61.2%,(70.5%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Tax Revenue (Net),1934771,1171103,60.5%,(68.1%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Non-Tax Revenue,269651,178779,66.3%,(85.1%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Non-Debt Capital Receipts,79291,35692,45.0 %,(10.5%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Recovery of Loans,14291,11102,77.7%,(79.7%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Other Receipts,65000,24590,37.8%,(5.4%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Total Receipts (1+4),2283713,1385574,60.7%,(64.7%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Revenue Expenditure,3195257,1734697,54.3 %,(53.7%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,of which Interest Payments,940651,481172,51.2%,(49.5%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Capital Expenditure,749652,409014,54.6%,(45.7%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,of which Loans disbursed,140057,44307,31.6%,(50.9%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Total Expenditure (8+10),3944909,2143711,54.3%,(52.4%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Fiscal Deficit (12-7),1661196,758137,45.6%,(36.3%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Revenue Deficit (8-1),990835,384815,38.8%,(27.5%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,10,October,Primary Deficit (13-9),720545,276965,38 .4%,(20.9%),2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2022-2023.aspx
2022-2023,11,November,Revenue Receipts,2204422,1423152,64.6%,(75.9%),2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2022-2023.aspx
2022-2023,11,November,Tax Revenue (Net),1934771,1224833,63.3%,(73.5%),2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2022-2023.aspx
